,X,Y,Z
1,2.1439110635266347,-1.1382901882463838,62.26502002604333
2,2.1444768302913744,-1.1391634813025928,62.26471458290242
3,2.1440891818757715,-1.1400154619024339,62.26701062413395
4,2.1435937858152685,-1.141161754669953,62.27002865253946
5,2.142659006278411,-1.1423033379099872,62.27425206485289
6,2.1418283274249124,-1.1430875114264532,62.27767151885513
7,2.141439335144205,-1.1441946271821004,62.280334269289696
8,2.1411782147020757,-1.1453487838260283,62.28271248920708
9,2.1405814567923667,-1.1466700819043087,62.28626493420259
10,2.1397756542771043,-1.1475851656510205,62.28980477901384
11,2.1390861405784674,-1.1483273760746127,62.29277024325738
12,2.1386237583995484,-1.148780446562544,62.29469727324347
13,2.138278346521032,-1.1498492271702714,62.297188096561584
14,2.13777152549856,-1.1506768843326944,62.29977409884348
15,2.1377755857246252,-1.1509873433883515,62.30020998730938
16,2.1374364488408206,-1.1511256042912652,62.30134142839678
17,2.1367610787912112,-1.1510369527899869,62.30308032042613
18,2.1366437088368593,-1.150883440327586,62.303179260236
19,2.136846725224624,-1.1507953464410965,62.30249228410411
20,2.136828380175608,-1.1501889160390786,62.30167308595822
21,2.137053084159324,-1.1495383805227803,62.300122321450445
22,2.137582975706529,-1.149028157891575,62.29792620636194
23,2.1375458532571057,-1.1480072342599263,62.296559552026594
24,2.1375934283323574,-1.1470420955487137,62.29503751367746
25,2.1378631680835287,-1.1467629001001953,62.2938906478678
26,2.138304939320531,-1.146366508512088,62.292106885652096
27,2.13907448231197,-1.1457512858971939,62.289098422410525
28,2.1401806944182713,-1.145417834232838,62.285567014043814
29,2.1410481301532607,-1.1444193658736435,62.28173405669555
30,2.1412461807343495,-1.1438213834128708,62.28033025992166
31,2.1416107377394935,-1.1438016111051639,62.27930065383984
32,2.1420813596187607,-1.143779355623088,62.27796658055499
33,2.141924518346819,-1.143303935869179,62.277719262409406
34,2.1421086203947373,-1.1426692974758708,62.27629753543919
35,2.1424528838780392,-1.1419662707630505,62.27433656046294
36,2.142045077461509,-1.1412055950681834,62.27436300826986
37,2.141700552909609,-1.1408033754732996,62.27473478992219
38,2.141605844147543,-1.1404155793475086,62.274435994055395
39,2.1419844612293453,-1.13986843214848,62.27260650008977
40,2.1423430283679483,-1.139655480312812,62.271307578810486
41,2.1426270748329204,-1.139236173868716,62.26992420841179
42,2.1436559004872615,-1.136976073542181,62.263832112852576
43,2.145124233039808,-1.1333775209847108,62.254597335138634
44,2.146686669142636,-1.1306438822705371,62.246348462426354
45,2.1479281185919263,-1.1295636153139774,62.24136767425814
46,2.1482607971325542,-1.1295818907281934,62.24047597938324
47,2.1480313347110327,-1.1302657747401874,62.24209281810563
48,2.148440808241143,-1.130925381153368,62.24191828349985
49,2.1486862457475757,-1.1316045493087714,62.242213641189444
50,2.1489748836685703,-1.132156180892246,62.242216886582106
51,2.148915051351737,-1.1336142757020735,62.24448071605071
52,2.148394091703182,-1.1361773643320678,62.24960944864169
53,2.147753413255312,-1.1388129066058357,62.25517622564504
54,2.146843549091378,-1.1416920139305282,62.2618296173143
55,2.1462743069395467,-1.144077302397318,62.26683336355322
56,2.145946555677384,-1.1448195105460444,62.26880633797368
57,2.1456639736943304,-1.1460514983656516,62.27135784097988
58,2.145283360302839,-1.1476868719198552,62.274761614097024
59,2.144943522002617,-1.1479674169195855,62.27609893857682
60,2.1445135518374134,-1.148101679485843,62.27747974160108
